date,weekday,weather,temperature,is_holiday,ticket_price,event,visitors,high_attendance
2015-02-09,Monday,cloudy,5,0,500,1,2394,0
2015-02-10,Tuesday,sunny,25,0,800,0,2476,0
2015-02-11,Wednesday,cloudy,9,0,700,0,1490,0
2015-02-12,Thursday,sunny,15,0,700,1,2771,1
2015-02-13,Friday,snowy,-7,1,500,0,1406,0
2015-02-14,Saturday,sunny,27,0,500,1,4257,1
2015-02-15,Sunday,cloudy,12,0,800,0,2398,0
2015-02-16,Monday,sunny,20,0,500,0,2644,1
2015-02-17,Tuesday,cloudy,21,0,500,0,2155,0
2015-02-18,Wednesday,cloudy,16,0,600,0,1256,0
2015-02-19,Thursday,sunny,15,0,600,0,1616,0
2015-02-20,Friday,snowy,-8,1,500,1,2104,0
2015-02-21,Saturday,rainy,16,0,600,1,3182,1
2015-02-22,Sunday,snowy,-1,0,600,0,1844,0
2015-02-23,Monday,rainy,17,0,500,0,1198,0
2015-02-24,Tuesday,cloudy,12,0,600,0,1675,0
2015-02-25,Wednesday,snowy,0,0,600,0,911,0
2015-02-26,Thursday,sunny,28,0,700,0,2200,0
2015-02-27,Friday,sunny,22,0,500,0,2474,0
2015-02-28,Saturday,sunny,17,0,700,0,2489,0
2015-03-01,Sunday,sunny,21,0,600,1,3827,1
2015-03-02,Monday,sunny,18,0,600,0,2043,0
2015-03-03,Tuesday,sunny,30,0,500,0,2266,0
2015-03-04,Wednesday,rainy,15,0,500,0,770,0
2015-03-05,Thursday,sunny,19,0,700,0,2263,0
2015-03-06,Friday,sunny,19,0,600,0,1529,0
2015-03-07,Saturday,cloudy,8,0,700,0,2205,0
2015-03-08,Sunday,sunny,16,0,800,0,2870,1
2015-03-09,Monday,rainy,12,0,600,1,1945,0
2015-03-10,Tuesday,sunny,27,0,600,0,2420,0
2015-03-11,Wednesday,snowy,3,0,600,1,1772,0
2015-03-12,Thursday,rainy,8,1,800,0,1519,0
2015-03-13,Friday,sunny,16,0,700,0,1655,0
2015-03-14,Saturday,sunny,31,0,700,1,4013,1
2015-03-15,Sunday,rainy,7,1,600,0,2915,1
2015-03-16,Monday,rainy,11,1,700,0,1432,0
2015-03-17,Tuesday,rainy,4,0,700,0,954,0
2015-03-18,Wednesday,rainy,14,0,600,1,2162,0
2015-03-19,Thursday,sunny,22,0,600,0,1909,0
2015-03-20,Friday,sunny,29,0,600,0,2179,0
2015-03-21,Saturday,sunny,27,0,500,0,3230,1
2015-03-22,Sunday,rainy,15,1,700,0,2941,1
2015-03-23,Monday,cloudy,20,0,500,1,2689,1
2015-03-24,Tuesday,sunny,27,0,600,1,3028,1
2015-03-25,Wednesday,sunny,16,0,600,0,1808,0
2015-03-26,Thursday,sunny,17,0,600,0,1984,0
2015-03-27,Friday,sunny,29,0,600,1,3006,1
2015-03-28,Saturday,rainy,9,0,800,0,1754,0
2015-03-29,Sunday,cloudy,17,0,600,1,3741,1
2015-03-30,Monday,rainy,7,0,500,0,982,0
2015-03-31,Tuesday,cloudy,10,1,700,0,1956,0
2015-04-01,Wednesday,sunny,28,1,500,1,4004,1
2015-04-02,Thursday,rainy,6,0,500,0,931,0
2015-04-03,Friday,rainy,8,1,500,0,1948,0
2015-04-04,Saturday,cloudy,11,0,500,0,2479,0
2015-04-05,Sunday,rainy,6,0,600,0,1782,0
2015-04-06,Monday,cloudy,6,0,600,1,2645,1
2015-04-07,Tuesday,cloudy,11,0,500,0,1275,0
2015-04-08,Wednesday,cloudy,7,0,700,0,1310,0
2015-04-09,Thursday,sunny,29,0,500,1,3386,1
2015-04-10,Friday,sunny,15,0,800,1,2529,1
2015-04-11,Saturday,sunny,16,0,600,1,4183,1
2015-04-12,Sunday,cloudy,14,0,500,0,2320,0
2015-04-13,Monday,sunny,30,0,800,0,2392,0
2015-04-14,Tuesday,cloudy,19,0,600,0,1447,0
2015-04-15,Wednesday,snowy,-3,1,600,0,1663,0
2015-04-16,Thursday,sunny,29,0,600,0,2696,1
2015-04-17,Friday,cloudy,18,0,700,0,1461,0
2015-04-18,Saturday,rainy,8,0,600,0,2079,0
2015-04-19,Sunday,sunny,28,0,500,1,4578,1
2015-04-20,Monday,sunny,20,0,500,0,2450,0
2015-04-21,Tuesday,sunny,28,0,700,0,2608,1
2015-04-22,Wednesday,sunny,31,0,500,0,2755,1
2015-04-23,Thursday,snowy,-9,0,500,1,1797,0
2015-04-24,Friday,rainy,6,0,600,1,2165,0
2015-04-25,Saturday,cloudy,21,0,700,0,2523,1
2015-04-26,Sunday,rainy,10,0,600,1,2750,1
2015-04-27,Monday,rainy,9,0,600,0,652,0
2015-04-28,Tuesday,sunny,26,0,700,0,2420,0
2015-04-29,Wednesday,rainy,11,0,500,1,1863,0
2015-04-30,Thursday,cloudy,18,1,700,0,1854,0
2015-05-01,Friday,rainy,6,0,800,0,950,0
2015-05-02,Saturday,rainy,3,0,700,0,1627,0
2015-05-03,Sunday,sunny,24,0,500,0,3745,1
2015-05-04,Monday,sunny,31,0,600,0,1926,0
2015-05-05,Tuesday,sunny,31,1,500,0,3536,1
2015-05-06,Wednesday,cloudy,21,0,800,0,1410,0
2015-05-07,Thursday,rainy,6,0,800,0,464,0
2015-05-08,Friday,rainy,3,1,500,0,1877,0
2015-05-09,Saturday,sunny,16,1,700,0,3296,1
2015-05-10,Sunday,cloudy,12,0,700,1,3627,1
2015-05-11,Monday,cloudy,17,0,500,0,1335,0
2015-05-12,Tuesday,sunny,29,0,500,1,3437,1
2015-05-13,Wednesday,sunny,23,0,500,0,2213,0
2015-05-14,Thursday,sunny,17,1,600,0,2714,1
2015-05-15,Friday,snowy,-8,0,800,0,663,0
2015-05-16,Saturday,sunny,16,0,800,0,2880,1
2015-05-17,Sunday,cloudy,5,0,500,0,2235,0
2015-05-18,Monday,rainy,16,0,500,0,857,0
2015-05-19,Tuesday,sunny,31,0,600,0,2297,0
2015-05-20,Wednesday,snowy,2,0,700,0,1188,0
2015-05-21,Thursday,snowy,-8,0,700,0,515,0
2015-05-22,Friday,sunny,29,0,600,1,3201,1
2015-05-23,Saturday,cloudy,18,1,600,0,3098,1
2015-05-24,Sunday,sunny,16,0,500,1,4333,1
2015-05-25,Monday,sunny,21,0,600,0,2293,0
2015-05-26,Tuesday,sunny,31,0,800,0,2023,0
2015-05-27,Wednesday,cloudy,22,0,500,1,2649,1
2015-05-28,Thursday,cloudy,10,0,600,0,1373,0
2015-05-29,Friday,sunny,22,0,600,0,2413,0
2015-05-30,Saturday,sunny,16,0,600,0,2862,1
2015-05-31,Sunday,snowy,-10,0,600,0,1124,0
2015-06-01,Monday,sunny,30,0,600,1,3658,1
2015-06-02,Tuesday,sunny,21,0,800,0,2200,0
2015-06-03,Wednesday,cloudy,15,1,600,1,3576,1
2015-06-04,Thursday,snowy,4,0,600,0,1191,0
2015-06-05,Friday,sunny,29,1,500,0,3603,1
2015-06-06,Saturday,cloudy,17,0,700,0,2137,0
2015-06-07,Sunday,rainy,16,0,600,1,2578,1
2015-06-08,Monday,sunny,16,0,700,0,1992,0
2015-06-09,Tuesday,rainy,16,0,600,1,1646,0
2015-06-10,Wednesday,sunny,20,0,500,0,2414,0
2015-06-11,Thursday,cloudy,13,0,500,0,1700,0
2015-06-12,Friday,cloudy,11,0,800,0,1014,0
2015-06-13,Saturday,cloudy,22,0,600,1,3526,1
2015-06-14,Sunday,sunny,23,0,500,0,3578,1
2015-06-15,Monday,rainy,9,0,500,0,1421,0
2015-06-16,Tuesday,sunny,18,0,600,0,1772,0
2015-06-17,Wednesday,sunny,23,0,500,0,2376,0
2015-06-18,Thursday,sunny,18,0,600,0,1898,0
2015-06-19,Friday,cloudy,16,0,500,1,2762,1
2015-06-20,Saturday,cloudy,8,0,600,0,2360,0
2015-06-21,Sunday,sunny,28,0,500,1,4726,1
2015-06-22,Monday,cloudy,11,0,600,0,1113,0
2015-06-23,Tuesday,sunny,27,0,600,0,2346,0
2015-06-24,Wednesday,cloudy,12,0,500,0,1540,0
2015-06-25,Thursday,sunny,19,0,600,0,1728,0
2015-06-26,Friday,cloudy,16,1,600,0,2354,0
2015-06-27,Saturday,sunny,27,0,500,1,4698,1
2015-06-28,Sunday,snowy,2,0,700,0,2086,0
2015-06-29,Monday,sunny,28,0,600,1,3528,1
2015-06-30,Tuesday,sunny,18,0,700,0,1749,0
2015-07-01,Wednesday,sunny,21,0,500,1,3119,1
2015-07-02,Thursday,snowy,4,0,600,0,961,0
2015-07-03,Friday,rainy,7,0,500,0,1044,0
2015-07-04,Saturday,sunny,20,0,600,0,3346,1
2015-07-05,Sunday,cloudy,20,0,600,0,2622,1
2015-07-06,Monday,rainy,6,0,600,1,2105,0
2015-07-07,Tuesday,cloudy,12,0,700,0,1394,0
2015-07-08,Wednesday,cloudy,20,0,500,0,2059,0
2015-07-09,Thursday,sunny,30,0,800,0,1806,0
2015-07-10,Friday,sunny,17,0,500,0,2390,0
2015-07-11,Saturday,rainy,3,0,700,0,2213,0
2015-07-12,Sunday,snowy,-2,0,600,0,1537,0
2015-07-13,Monday,cloudy,7,0,800,0,893,0
2015-07-14,Tuesday,sunny,21,0,500,0,2551,1
2015-07-15,Wednesday,sunny,26,0,600,0,2324,0
2015-07-16,Thursday,rainy,5,0,600,0,598,0
2015-07-17,Friday,rainy,8,0,800,0,409,0
2015-07-18,Saturday,rainy,13,0,800,1,2507,1
2015-07-19,Sunday,rainy,10,0,500,1,3176,1
2015-07-20,Monday,cloudy,21,0,700,1,2563,1
2015-07-21,Tuesday,sunny,29,0,600,1,3670,1
2015-07-22,Wednesday,sunny,15,0,500,0,1998,0
2015-07-23,Thursday,rainy,4,0,500,0,1097,0
2015-07-24,Friday,cloudy,12,0,800,1,2523,1
2015-07-25,Saturday,sunny,16,0,600,0,2869,1
2015-07-26,Sunday,sunny,23,0,500,0,3625,1
2015-07-27,Monday,cloudy,13,0,500,0,1214,0
2015-07-28,Tuesday,sunny,27,0,600,1,3448,1
2015-07-29,Wednesday,sunny,20,0,600,1,3037,1
2015-07-30,Thursday,cloudy,19,0,600,0,1314,0
2015-07-31,Friday,cloudy,19,0,600,1,2607,1
2015-08-01,Saturday,cloudy,22,0,500,1,4117,1
2015-08-02,Sunday,sunny,21,0,600,0,2880,1
2015-08-03,Monday,rainy,12,0,500,1,2002,0
2015-08-04,Tuesday,sunny,25,0,800,1,2973,1
2015-08-05,Wednesday,sunny,22,1,500,0,2962,1
2015-08-06,Thursday,rainy,8,0,700,0,958,0
2015-08-07,Friday,cloudy,12,0,600,0,1769,0
2015-08-08,Saturday,rainy,4,0,600,0,1814,0
2015-08-09,Sunday,cloudy,20,0,600,1,3590,1
2015-08-10,Monday,cloudy,11,0,700,0,1138,0
2015-08-11,Tuesday,sunny,24,0,700,0,2594,1
2015-08-12,Wednesday,sunny,26,0,600,1,3171,1
2015-08-13,Thursday,sunny,31,0,500,1,3304,1
2015-08-14,Friday,sunny,21,0,700,0,2388,0
2015-08-15,Saturday,snowy,-5,0,500,1,2444,0
2015-08-16,Sunday,sunny,22,0,700,0,3579,1
2015-08-17,Monday,rainy,9,0,500,0,798,0
2015-08-18,Tuesday,cloudy,8,0,700,1,2620,1
2015-08-19,Wednesday,rainy,5,0,600,1,1622,0
2015-08-20,Thursday,cloudy,19,0,500,0,1823,0
2015-08-21,Friday,cloudy,8,0,700,0,1726,0
2015-08-22,Saturday,cloudy,13,1,600,0,3037,1
2015-08-23,Sunday,sunny,27,0,500,1,4160,1
2015-08-24,Monday,rainy,4,0,600,0,1083,0
2015-08-25,Tuesday,sunny,30,0,600,0,1982,0
2015-08-26,Wednesday,sunny,15,1,500,1,3691,1
2015-08-27,Thursday,cloudy,8,0,800,0,861,0
2015-08-28,Friday,sunny,22,0,700,0,2416,0
2015-08-29,Saturday,snowy,-7,1,500,0,2793,1
2015-08-30,Sunday,snowy,-6,0,700,1,2165,0
2015-08-31,Monday,snowy,0,0,600,1,1496,0
2015-09-01,Tuesday,sunny,25,1,600,0,2719,1
2015-09-02,Wednesday,sunny,17,0,600,0,2200,0
2015-09-03,Thursday,snowy,-3,0,700,0,285,0
2015-09-04,Friday,cloudy,14,0,700,1,2495,0
2015-09-05,Saturday,snowy,-6,0,600,0,1487,0
2015-09-06,Sunday,snowy,-7,0,500,0,1769,0
2015-09-07,Monday,rainy,11,0,600,0,722,0
2015-09-08,Tuesday,sunny,22,1,600,0,3404,1
2015-09-09,Wednesday,sunny,25,0,500,1,3566,1
2015-09-10,Thursday,rainy,9,0,600,0,708,0
2015-09-11,Friday,sunny,29,0,700,1,3690,1
2015-09-12,Saturday,sunny,31,0,700,0,3204,1
2015-09-13,Sunday,cloudy,10,0,600,0,2461,0
2015-09-14,Monday,snowy,4,1,500,0,2051,0
2015-09-15,Tuesday,cloudy,12,0,700,0,1053,0
2015-09-16,Wednesday,cloudy,11,0,800,0,1436,0
2015-09-17,Thursday,sunny,16,0,600,1,3245,1
2015-09-18,Friday,cloudy,17,0,500,0,1303,0
2015-09-19,Saturday,snowy,3,0,700,1,2722,1
2015-09-20,Sunday,sunny,20,0,700,0,3448,1
2015-09-21,Monday,cloudy,9,0,500,0,1481,0
2015-09-22,Tuesday,rainy,6,1,600,0,2092,0
2015-09-23,Wednesday,rainy,3,0,600,1,1832,0
2015-09-24,Thursday,cloudy,22,0,600,0,1926,0
2015-09-25,Friday,rainy,17,1,700,0,2099,0
2015-09-26,Saturday,sunny,24,0,600,0,3034,1
2015-09-27,Sunday,sunny,17,0,700,0,3101,1
2015-09-28,Monday,rainy,7,1,600,0,1527,0
2015-09-29,Tuesday,rainy,10,0,500,0,1037,0
2015-09-30,Wednesday,rainy,15,0,700,0,1051,0
2015-10-01,Thursday,snowy,2,0,700,0,671,0
2015-10-02,Friday,cloudy,12,0,800,1,2305,0
2015-10-03,Saturday,cloudy,6,0,600,1,3675,1
2015-10-04,Sunday,rainy,11,0,500,0,2324,0
2015-10-05,Monday,cloudy,21,0,800,0,1608,0
2015-10-06,Tuesday,rainy,13,0,700,0,959,0
2015-10-07,Wednesday,rainy,4,0,800,1,1954,0
2015-10-08,Thursday,rainy,15,0,500,0,1257,0
2015-10-09,Friday,sunny,15,0,600,0,1961,0
2015-10-10,Saturday,sunny,26,0,500,1,4716,1
2015-10-11,Sunday,sunny,19,0,700,1,3590,1
2015-10-12,Monday,cloudy,12,0,800,1,1994,0
2015-10-13,Tuesday,sunny,29,0,600,1,3243,1
2015-10-14,Wednesday,cloudy,7,0,500,1,2815,1
2015-10-15,Thursday,cloudy,10,0,500,0,1775,0
2015-10-16,Friday,sunny,27,1,600,0,2856,1
2015-10-17,Saturday,cloudy,16,0,600,1,3257,1
2015-10-18,Sunday,sunny,15,0,700,1,3527,1
2015-10-19,Monday,sunny,21,0,600,0,1923,0
2015-10-20,Tuesday,rainy,14,0,600,0,674,0
2015-10-21,Wednesday,sunny,24,0,500,0,2224,0
2015-10-22,Thursday,sunny,26,0,700,1,3000,1
2015-10-23,Friday,cloudy,15,0,600,0,1100,0
2015-10-24,Saturday,rainy,6,0,800,0,1507,0
2015-10-25,Sunday,sunny,20,0,700,0,3460,1
2015-10-26,Monday,cloudy,13,1,600,1,3017,1
2015-10-27,Tuesday,sunny,24,0,600,0,2004,0
2015-10-28,Wednesday,sunny,19,0,800,0,1880,0
2015-10-29,Thursday,cloudy,17,1,500,0,2034,0
2015-10-30,Friday,cloudy,13,0,600,0,1477,0
2015-10-31,Saturday,cloudy,6,0,800,0,2424,0
2015-11-01,Sunday,rainy,4,1,700,0,2588,1
2015-11-02,Monday,snowy,-6,0,600,0,869,0
2015-11-03,Tuesday,cloudy,5,1,500,0,2152,0
2015-11-04,Wednesday,sunny,26,0,700,0,2405,0
2015-11-05,Thursday,rainy,12,0,500,0,779,0
2015-11-06,Friday,sunny,16,0,500,1,2680,1
2015-11-07,Saturday,cloudy,13,0,500,0,2324,0
2015-11-08,Sunday,sunny,16,0,500,0,3316,1
2015-11-09,Monday,sunny,28,0,800,0,1908,0
2015-11-10,Tuesday,snowy,0,0,700,0,329,0
2015-11-11,Wednesday,rainy,9,0,700,0,968,0
2015-11-12,Thursday,cloudy,15,0,800,0,1346,0
2015-11-13,Friday,cloudy,21,0,500,0,1904,0
2015-11-14,Saturday,sunny,18,0,500,0,3205,1
2015-11-15,Sunday,sunny,27,0,600,0,3541,1
2015-11-16,Monday,sunny,21,1,600,1,4013,1
2015-11-17,Tuesday,cloudy,20,0,600,0,1783,0
2015-11-18,Wednesday,rainy,3,0,500,1,1763,0
2015-11-19,Thursday,cloudy,17,0,600,0,1357,0
2015-11-20,Friday,sunny,15,0,600,0,1539,0
2015-11-21,Saturday,snowy,0,0,600,0,1292,0
2015-11-22,Sunday,rainy,8,0,500,0,1960,0
2015-11-23,Monday,cloudy,7,1,600,1,3094,1
2015-11-24,Tuesday,cloudy,16,0,600,0,1658,0
2015-11-25,Wednesday,cloudy,9,1,600,0,1994,0
2015-11-26,Thursday,sunny,23,0,800,0,2267,0
2015-11-27,Friday,sunny,26,0,800,0,1729,0
2015-11-28,Saturday,rainy,16,0,600,0,2069,0
2015-11-29,Sunday,sunny,24,0,800,0,3325,1
2015-11-30,Monday,sunny,19,0,800,0,1727,0
2015-12-01,Tuesday,sunny,19,0,600,1,3232,1
2015-12-02,Wednesday,sunny,23,1,600,0,3081,1
2015-12-03,Thursday,rainy,13,0,800,0,802,0
2015-12-04,Friday,rainy,14,0,700,0,1165,0
2015-12-05,Saturday,cloudy,21,0,500,0,2680,1
2015-12-06,Sunday,sunny,24,0,700,0,3297,1
2015-12-07,Monday,cloudy,5,0,500,1,2838,1
2015-12-08,Tuesday,cloudy,20,0,600,0,1647,0
2015-12-09,Wednesday,sunny,29,0,500,0,2392,0
2015-12-10,Thursday,cloudy,21,0,500,0,1632,0
2015-12-11,Friday,sunny,27,1,500,0,3183,1
2015-12-12,Saturday,cloudy,5,0,800,0,1983,0
2015-12-13,Sunday,cloudy,12,0,600,0,2497,0
2015-12-14,Monday,sunny,19,0,500,0,2179,0
2015-12-15,Tuesday,sunny,20,0,500,0,2793,1
2015-12-16,Wednesday,cloudy,18,0,600,0,1477,0
2015-12-17,Thursday,cloudy,15,0,800,1,2115,0
2015-12-18,Friday,rainy,17,0,500,0,994,0
2015-12-19,Saturday,cloudy,10,0,500,1,3539,1
2015-12-20,Sunday,sunny,25,0,600,0,3360,1
2015-12-21,Monday,sunny,27,0,600,1,3469,1
2015-12-22,Tuesday,cloudy,16,1,600,0,2181,0
2015-12-23,Wednesday,sunny,16,0,600,1,2650,1
2015-12-24,Thursday,cloudy,7,0,600,1,2696,1
2015-12-25,Friday,snowy,-4,0,600,1,1450,0
2015-12-26,Saturday,cloudy,8,1,800,1,3894,1
2015-12-27,Sunday,sunny,31,0,500,0,3260,1
2015-12-28,Monday,cloudy,10,0,500,0,1835,0
2015-12-29,Tuesday,cloudy,11,0,700,0,1232,0
2015-12-30,Wednesday,cloudy,19,0,700,0,1766,0
2015-12-31,Thursday,snowy,0,1,500,0,1246,0
2016-01-01,Friday,sunny,17,1,800,0,2720,1
2016-01-02,Saturday,snowy,3,1,700,0,2299,0
2016-01-03,Sunday,snowy,-5,1,600,0,2594,1
2016-01-04,Monday,sunny,16,1,600,0,2566,1
2016-01-05,Tuesday,sunny,28,0,600,0,2389,0
2016-01-06,Wednesday,sunny,23,0,500,0,2180,0
2016-01-07,Thursday,sunny,26,0,600,0,2046,0
2016-01-08,Friday,sunny,27,1,600,1,4302,1
2016-01-09,Saturday,cloudy,16,0,700,1,3324,1
2016-01-10,Sunday,sunny,26,0,600,0,3284,1
2016-01-11,Monday,sunny,23,0,600,0,2403,0
2016-01-12,Tuesday,rainy,3,0,600,0,1053,0
2016-01-13,Wednesday,sunny,30,0,700,0,2118,0
2016-01-14,Thursday,rainy,3,0,700,0,1044,0
2016-01-15,Friday,sunny,22,0,600,1,3445,1
2016-01-16,Saturday,sunny,25,0,600,1,3810,1
2016-01-17,Sunday,cloudy,6,0,600,1,3210,1
2016-01-18,Monday,cloudy,12,0,700,0,1120,0
2016-01-19,Tuesday,rainy,14,1,500,0,1663,0
2016-01-20,Wednesday,rainy,7,0,600,0,810,0
2016-01-21,Thursday,rainy,17,0,600,0,1245,0
2016-01-22,Friday,sunny,15,0,800,0,1944,0
2016-01-23,Saturday,sunny,27,0,600,0,3594,1
2016-01-24,Sunday,rainy,8,0,800,0,1660,0
2016-01-25,Monday,rainy,7,0,500,1,2115,0
2016-01-26,Tuesday,snowy,-10,0,600,0,494,0
2016-01-27,Wednesday,cloudy,18,0,600,1,2283,0
2016-01-28,Thursday,sunny,28,0,700,0,1914,0
2016-01-29,Friday,rainy,3,0,700,0,1166,0
2016-01-30,Saturday,sunny,20,0,700,0,3153,1
2016-01-31,Sunday,snowy,-1,1,700,0,2332,0
2016-02-01,Monday,rainy,14,0,700,0,987,0
2016-02-02,Tuesday,cloudy,11,0,800,0,869,0
2016-02-03,Wednesday,rainy,12,0,600,1,2309,0
2016-02-04,Thursday,rainy,12,0,700,0,1021,0
2016-02-05,Friday,sunny,15,0,800,1,2461,0
2016-02-06,Saturday,snowy,-2,0,600,0,1688,0
2016-02-07,Sunday,cloudy,19,0,700,0,1983,0
2016-02-08,Monday,rainy,6,0,600,0,664,0
2016-02-09,Tuesday,sunny,27,0,500,0,2479,0
2016-02-10,Wednesday,rainy,10,0,600,0,1280,0
2016-02-11,Thursday,sunny,16,0,500,0,2403,0
2016-02-12,Friday,sunny,29,1,600,1,3720,1
2016-02-13,Saturday,snowy,1,0,800,0,1886,0
2016-02-14,Sunday,sunny,29,0,500,0,3116,1
2016-02-15,Monday,sunny,28,0,500,0,2345,0
2016-02-16,Tuesday,snowy,-5,0,700,0,321,0
2016-02-17,Wednesday,snowy,1,0,600,0,613,0
2016-02-18,Thursday,cloudy,10,0,600,0,1266,0
2016-02-19,Friday,cloudy,13,0,600,0,1248,0
2016-02-20,Saturday,cloudy,8,0,500,0,2149,0
2016-02-21,Sunday,sunny,31,0,500,1,4447,1
2016-02-22,Monday,sunny,16,0,800,0,1741,0
2016-02-23,Tuesday,cloudy,20,0,500,1,2929,1
2016-02-24,Wednesday,rainy,10,0,600,0,879,0
2016-02-25,Thursday,rainy,16,0,800,0,643,0
2016-02-26,Friday,rainy,12,0,700,1,1829,0
2016-02-27,Saturday,sunny,22,0,500,0,3313,1
2016-02-28,Sunday,cloudy,18,0,600,1,3520,1
2016-02-29,Monday,sunny,16,0,700,0,1672,0
2016-03-01,Tuesday,cloudy,20,0,700,0,1603,0
2016-03-02,Wednesday,cloudy,8,0,700,0,1783,0
2016-03-03,Thursday,rainy,3,1,600,1,3080,1
2016-03-04,Friday,sunny,28,0,500,1,3541,1
2016-03-05,Saturday,sunny,22,0,600,0,3394,1
2016-03-06,Sunday,sunny,17,0,700,0,2666,1
2016-03-07,Monday,rainy,7,0,700,0,1189,0
2016-03-08,Tuesday,cloudy,10,0,500,0,1897,0
2016-03-09,Wednesday,sunny,22,0,500,0,2467,0
2016-03-10,Thursday,sunny,20,1,800,0,3241,1
2016-03-11,Friday,rainy,8,1,500,1,2771,1
2016-03-12,Saturday,sunny,18,0,600,0,2842,1
2016-03-13,Sunday,rainy,9,0,700,1,2962,1
2016-03-14,Monday,rainy,16,0,600,1,1961,0
2016-03-15,Tuesday,sunny,21,0,500,0,2064,0
2016-03-16,Wednesday,sunny,17,0,600,1,2579,1
2016-03-17,Thursday,snowy,-3,0,600,0,835,0
2016-03-18,Friday,sunny,15,0,600,1,3043,1
2016-03-19,Saturday,sunny,15,1,800,0,3550,1
2016-03-20,Sunday,rainy,16,0,600,0,2154,0
2016-03-21,Monday,snowy,-5,0,700,0,389,0
2016-03-22,Tuesday,snowy,-1,0,500,1,1884,0
2016-03-23,Wednesday,rainy,11,0,600,1,2154,0
2016-03-24,Thursday,sunny,28,1,700,0,2788,1
2016-03-25,Friday,sunny,18,1,500,0,2703,1
2016-03-26,Saturday,rainy,8,0,600,0,2195,0
2016-03-27,Sunday,cloudy,20,0,500,1,3638,1
2016-03-28,Monday,cloudy,5,0,500,1,2909,1
2016-03-29,Tuesday,snowy,-5,0,600,0,439,0
2016-03-30,Wednesday,sunny,23,0,700,0,2205,0
2016-03-31,Thursday,cloudy,19,0,500,0,1371,0
2016-04-01,Friday,sunny,26,0,800,0,2225,0
2016-04-02,Saturday,cloudy,7,0,500,1,3427,1
2016-04-03,Sunday,sunny,25,0,500,0,3102,1
2016-04-04,Monday,sunny,29,0,500,0,2757,1
2016-04-05,Tuesday,sunny,17,0,500,1,2827,1
2016-04-06,Wednesday,cloudy,18,0,500,0,1806,0
2016-04-07,Thursday,rainy,4,0,700,0,1298,0
2016-04-08,Friday,cloudy,8,0,600,0,1465,0
2016-04-09,Saturday,snowy,-1,0,600,0,1360,0
2016-04-10,Sunday,sunny,26,1,800,0,3989,1
2016-04-11,Monday,sunny,16,1,600,1,3543,1
2016-04-12,Tuesday,rainy,3,0,500,0,1431,0
2016-04-13,Wednesday,sunny,17,0,600,0,1908,0
2016-04-14,Thursday,snowy,-1,0,500,0,519,0
2016-04-15,Friday,sunny,30,0,600,0,2618,1
2016-04-16,Saturday,snowy,-5,0,600,0,1485,0
2016-04-17,Sunday,sunny,23,0,600,0,2983,1
2016-04-18,Monday,rainy,13,0,700,1,2176,0
2016-04-19,Tuesday,cloudy,19,0,700,0,1173,0
2016-04-20,Wednesday,snowy,-8,0,700,0,387,0
